PresentationID|Seq|Year|Source|First Name|Middle|Last Name|Organization|City|State|Country|Email|CoAuthor
14165710|1|06/21/2015|Medmeme|R||Ciccocioppo|University of Pavia|||Italy||Gallia_A:Avanzini_MA:Cangemi_GC:Buonacera_A:Brusamolino_E:Racca_F:Picone_C:Vanoli_A:Alvisi_C:Biagi_F:Bergamaschi_G:Kruzliak_P:Maccario_R:Corazza_GR
14156111|1|05/09/2015|Medmeme|C.||Cicognani|UO Medicina, Ospedale Bellaria|||||Plasmati_R.:Arienti_V.
14173393|1|06/08/2015|Medmeme|Tomasz||Cielak|IMPAN|||||
14156112|1|05/09/2015|Medmeme|D.||Ciervo|Medicina per la Complessità Assistenziale I, AOU Careggi (FI)|||Italy||Vannucchi_V.:Baroncelli_S.:Crociani_A.:Blasi_E.:Degl'Innocenti_G.:Antonielli_E.:Para_O.:Pieralli_F.:Nozzoli_C.
14156113|1|05/09/2015|Medmeme|D.||Ciervo|Medicina per la Complessità Assistenziale I, AOU Careggi (FI)|||Italy||Vannucchi_V.:Blasi_E.:Degl'Innocenti_G.:Sammicheli_L.:Para_O.:Turchi_V.:Mancini_A.:Pieralli_F.:Nozzoli_C.
14156120|1|05/09/2015|Medmeme|R.||Cimino|SOC Medicina Generale|||||Pintaudi_C.:Mazzuca_S.
14173180|1|09/09/2014|Medmeme|Annika||Claesson||||||Bruhn_Anders:Brunnberg_Elinor:Jess_Kari
14173394|1|06/08/2015|Medmeme|Jean||Clairambault|INRIA|||||Chisholm_R.:Escargueil_A.:Lorenzi_T.:Lorz_A.:Perthame_B.:Trélat_E.
14156123|1|05/09/2015|Medmeme|C.D.S.G.||Cleo Daas|CLEO Rome|||Italy||
14172117|1|09/17/2014|Medmeme|Elize||Cloete|Department of Surgery, School of Clinical Medicine, University of the Witwatersrand|||||Ann Benn Sarah Rayne_Carol
14174785|1|06/29/2015|Medmeme|Sheron||Cogo|PUCPR|||Brazil||Elifio-Esposito_Selene:Vieira_Priscilla:Netipanjy_Marcela:França_Nilton:Camara_Diana:Costa_André:Porcacchia_Allan:Kerkis_Irina:Mendonça_Ronaldo:Moreno-Amaral_Andréa:Sá-Junior_Paulo:Somons_Simone
14173639|1|12/04/2014|Medmeme|NJ.||Colson|Griffith Health Institute, Griffith University|Gold Coast||Australia||Naug_HL.:Schwarz_L.:Tucakovic_L:Amiet_B
14173641|1|12/04/2014|Medmeme|S.||Conroy|Medical Oncology Department, Gold Coast University Hospital|Queensland||Australia||Mason_R.:Sanmugarajah_J.
14172087|1|09/17/2014|Medmeme|Demitri||Constantinou|Department of Centre for Exercise Science and Sports Medicine, School of Therapeutic Sciences, University of the Witwatersrand|||||Holliday_Devin:Coopoo_Yoga
14173905|1|04/20/2015|Medmeme|Nigel||Cook|The Food and Environment Research Agency|York||United Kingdom||
14169844|1|05/14/2014|Medmeme|Grace L.||Cooper|Department of Molecular and Cellular Biochemistry, The Ohio State University College of Medicine|Columbus, Ohio||United States||Funk_Kristen E.:Schafer_Kelsey N.:Thomas_Stefani N.:Liao_Dongping:Clark_David J.:Yang_Austin J:Kuret_Jeff
14173252|1|05/19/2014|Medmeme|Jonathan A.||Copp|University of California, School of Medicine|||||Zhang_Liangfang
14173336|1|05/09/2015|Medmeme|Matthew M.||Corriveau|Geisinger Anesthesiology Residency Program|||||Wu_Xianren:Entrup_Michael H.:Lahet_Bradley S.
14156132|1|05/09/2015|Medmeme|M.||Costa|SC Medicina Interna, Presidio Ospedaliero Unico del Levante Ligure, ASL 5|La Spezia||Italy||Bonanni_P.:Marchese_G.:La Regina_M.:Corsini_F.:Pacetti_E.:Scuotri_L.:Orlandini_F.
14156133|1|05/09/2015|Medmeme|N.||Costantini|Medicina Interna ed Emocoagulopatie|Monserrato (CA)||Italy||Mameli_A.:Marongiu_F.
14178475|1|06/19/2015|Medmeme|M. B.||Cotter|Hospital de Braga|Guimarães||||Cruz_C. M.:Martins_M. M.:Pereira_T.:Santos_C. P.:Pereira_F.:Matias_A. C.
14169799|1|11/28/2014|Medmeme|Victor||Crivianu-Gaita|University of Toronto|||||
14156139|1|05/09/2015|Medmeme|A.||Crociani|Medicina Interna per la Complessità Assistenziale I, AOU Careggi|Firenze||Italy||Vannucchi_V.:Rocchi_F.:Degl'Innocenti_G.:Blasi_E.:Ciervo_D.:Antonielli_E.:Para_O.:Pieralli_F.:Nozzoli_C.
14169602|1|06/11/2015|Medmeme|W||Crookendale|Heritage Surgical Services, Erdiston Road|St. Michael||Barbados||
14169947|1|05/14/2014|Medmeme|Brandon||Crowe||||||Eidahl_Jocelyn:Larue_Ross:Kvaratskhelia_Mamuka:Foster_Mark
14177840|1|06/19/2015|Medmeme|A.||Cruz|Centro Hospitalar Lisboa Central, Negreiros - Barcelos|||||Felix_T.:Miranda_C.:Trêpa_A.
14177117|1|06/19/2015|Medmeme|A.||Cruz|Centro Hospitalar Lisboa Central, Negreiros - Barcelos|||||Pinto_C.:Andrade_M. J.
14177625|1|06/19/2015|Medmeme|C.||Cruz|Hospital de Braga|Braga||Switzerland||Cotter_M.:Oliveira_M.:Matias_A. C.
14177627|1|06/19/2015|Medmeme|C.||Cruz|Hospital de Braga|Braga||Switzerland||Cotter_M.:Oliveira_M.:Matias_A. C.
14177884|1|06/19/2015|Medmeme|L.||Cruz||||||Bocchi_E.:Guimaraes_G.
14165595|1|09/08/2014|Medmeme|Anna||Cseke|Medical University of Vienna, MFPL|||Austria||Khunweeraphong_Narakorn:Klein_Cornelia:Telbisz_Ágnes:Özvegy-Laczka_Csilla:Zainab_Mahdi:Stieger_Bruno:Sarkadi_Balázs:Kuchler_Karl
14177793|1|06/19/2015|Medmeme|I.||Cunha|Rio Tinto|||||Moreira_C.:Trêpa_A.
14173332|1|05/09/2015|Medmeme|Michelle||Da Costa|Department of Anesthesiology, Allegheny Health Network|Pittsburgh, PA||||Singh_Saket
14173331|1|05/09/2015|Medmeme|Michelle||Da Costa|Department of Anesthesiology, Allegheny Health Network|Pittsburgh, PA||||Troianos_Christopher:Cardenas_Ricardo
14173200|1|05/19/2014|Medmeme|George Q.||Daley|Howard Hughes Medical Institute, Stem Cell Transplantation Program, Boston Children's Hospital, Biological Chemistry and Molecular Pharmacology and Pediatrics, Harvard Medical School|||||
14172810|1|07/09/2015|Medmeme|Amanda||Damasceno de Souza|School of Information Science, Federal University of Minas Gerais|Belo Horizonte||Brazil||Barcellos Almeida_Maurício:Caetano de Aguirre Neto_Joaquim
14174795|1|06/29/2015|Medmeme|Louise||Damgaard Thomasen|Aarhus University Department of Bioscience|||Denmark||Kulhmann Andersen_Mads:Damsgaard_Christian:Tind Hvas_Malthe:Ishimatsu_Atsushi:Thi Thanh Huong_Do:Wang_Tobias:Bayley_Mark
14165062|1|05/31/2015|Medmeme|Kužílková||Daniela|Childhood Leukemia Investigation Prague (CLIP), Klinika dětské hematologie a onkologie, 2.lékařská fakulta UK a FN Motol|||||Veronika_Kanderová:Tomáš_Kalina:Ondřej_Hrušák:Ester_Mejstříková
14165758|1|06/21/2015|Medmeme|P||Das|All India Institute of Medical Sciences|New Delhi||India||Rawat_R:Verma_AK:Singh_G:Vallonthaiel_AG:Gahlot_GPS:Dinda_AK:Ahuja_V:Agrawal_SK:Datta Gupta_S:Makharia_GK
14177125|1|06/19/2015|Medmeme|A.||Datta Gupta|University of Adelaide|Adelaide||Australia||
14178486|1|06/19/2015|Medmeme|A.||Datta Gupta|University of Adelaide|Adelaide||Australia||
14173253|1|05/19/2014|Medmeme|Alejandro||De Feria-Alsina|Vanderbilt University School of Medicine|||||Becker_Jason:Scott Baldwin_H.
14177907|1|06/19/2015|Medmeme|C.||De Miguel Benadiba|Hospital Ramón y Cajal|||||Martín López de Abajo_M.:Sánchez Tarifa_P.:Velasco Escribano_D.:González Seiz_E.:Sánchez Navarro_E.
14170189|1|10/24/2013|Medmeme|Ann||De Rice|Hennepin County Medical Center|||||Nguyen_Kim
14173275|1|05/09/2015|Medmeme|Julie E.||De Vore|University of Pittsburgh Medical Center|||||Kamarchik_Anne:Saba_Samir F.:Bazaz_Raveen R.:Subramaniam_Kathirvel
14177298|1|06/19/2015|Medmeme|P.||De Vriendt|Vrije Universiteit Brussel|Brussels||Switzerland||Gorus_E.
14172607|1|07/30/2015|Medmeme|F.||De Wolfe Miller|John A Burns School of Medicine, University of Hawaii|Honolulu||Hawaii, United States||
14156155|1|05/09/2015|Medmeme|G.||Degl'Innocenti|Medicina della Complessita Assistenziale I, AOU Careggi|Firenze||Italy||Crociani_A.:Ciervo_D.:Vannucchi_V.:Blasi_E.:Baroncelli_S.:Rocchi_F.:Bacci_F.:Pieralli_F.:Nozzoli_C.
14156157|1|05/09/2015|Medmeme|M.T.||Del Genio|UOSC Medicina Interna III, AORN Cardarelli|Napoli||Italy||Buono_R.:Parisi_A.:Pirozzi_G.:Russo_R.:Uomo_G.
13477170|1|08/27/2014|Medmeme|María||Del Pilar Vendrell|Profesionales Latinoamericanos/as c/ el Abuso de Poder|CABA||Argentina||María Martorella_Ana:Patricia Rizzo_Mónica
14173398|1|06/08/2015|Medmeme|Marcello||Delitala|Politecnico di Torino|||||Lorenzi_T.:Melensi_M.
14156159|1|05/09/2015|Medmeme|E.||Delsignore|Medicina Interna, Ospedale S. Andrea|Vercelli||Italy||Barasolo_G.:Cantone_R.:Francese_M.:Manfrinato_C.:Olivetto_L.:Bertoncelli_M.C.
14156158|1|05/09/2015|Medmeme|E.||Delsignore|Medicina Interna, Ospedale S. Andrea|Vercelli||||Guazzotti_G.:Lo Giudice_G.:Moscotto_M.:Barasolo_G.:Manfrinato_C.:Olivetto_L.:Bertoncelli_M.C.
14172294|1|09/17/2014|Medmeme|Aurelie||Deroubaix|Department of Internal Medicine, School of Clinical Sciences, University of the Witwatersrand|||||Singh_Lanish:Kramvis_Anna
14169894|1|05/14/2014|Medmeme|Ray||Devine|Nationwide Research Institute|||||Stevens_Sarah:Jing_Runfeng:McCarthy_Donna:Youtz_Dane:Velten_Markus
14173142|1|09/09/2014|Medmeme|Wilawan||Dhanawan|Boromarajonani College of Nursing Suphanburi|||||Pethmani_Jintana:Sangpeag_Pichaya
14156163|1|05/09/2015|Medmeme|I.||Di Milo|SC Medicina Interna, Ospedale Mondovì (CN), ASLCN1|Cuneo||Italy||Brignone_C.:Nallino_M.G.
14156169|1|05/09/2015|Medmeme|A.||Diana|UO Medicina d'Urgenza, Ospedale Civile di Legnano (MI)|||Italy||Cardani_F.:Bosani_M.:Parodi_M.
14177799|1|06/19/2015|Medmeme|A.||Diaz|Federal University of Santa Catarina|||||Freitas_F.:Oliveira_M. E.:Cavallazzi_T.:Arêas_F.:Vieira_P.:Guarnieri_R.:Prediger_R.:Lin-hares_M.:Walz_R.
14177491|1|06/19/2015|Medmeme|A.||Dikici|Afyon State Hospital|||||Dikici_O.:Ulasli_A. M.:Eroglu_M.:Eroglu_S.
14170497|1|03/04/2015|Medmeme|||Djohan|Division of Dermatology. Faculty of Medicine. H. Adam MalikGeneral Hospital. Sumatera Utara University|||Indonesia||Mona_L:Lakswinar_S
14175267|1|06/29/2015|Medmeme|Gunther||Döhlemann|University of Cologne|||Germany||
14177646|1|06/19/2015|Medmeme|S.||Domingues|Hospital de Santa Maria|Lisboa||Switzerland||Alves_M.:Sampaio_F.
14170457|1|03/25/2015|Medmeme|Sean P||Donahue||||||Buckley_Ed:Pineles_Stacy:Cruz_Oscar:Dagi_Linda:Greenberg_Marc
14177359|1|06/19/2015|Medmeme|P.||Doruk|Baskent University|Adana||Switzerland||Adam_M.:Leblebici_B.:Yılmaz_E. E.
14177458|1|06/19/2015|Medmeme|P.||Doruk|Baskent University|Adana||Switzerland||Yilmaz_E. E.:Adam_M.:Leblebici_B.
14177871|1|06/19/2015|Medmeme|Y.||Dovgalyuk|Ivanovo State Medical Academy|Ivanovo||Switzerland||
14172641|1|07/30/2015|Medmeme|C.||Doyle|Department of Biology, Indiana University Southeast|New Albany||United States||Swain_W.:Swain Ewald_H.:Cook_C.:Ewald_P. W.
14172254|1|09/17/2014|Medmeme|Melanie||Drace|Department of Obstetrics and Gynaecology, University of Witwatersrand|||||Beksinska_Mags:Rambally_Letitia:Scorgie_Fiona:Molefe_Kedibone:Mabude_Zonke:Pienaar_Jacqueline:Greener_Ross:Smit_Jennifer
14172407|1|09/17/2014|Medmeme|Timothy||Dreyer|Department of Molecular Medicine and Haematology, School of Pathology, University of Witwatersrand|||||Nicholson_Samantha:Bloom_Kristie:Ely_Abdullah:Cathomen_Tony:Mussolino_Claudio:Arbuthnot_Patrick
14172671|1|07/17/2015|Medmeme|Sybille||Dühring|Department of Bioinformatics, Friedrich Schiller University Jena|||Germany||
14173402|1|06/08/2015|Medmeme|Dominique||Duncan|UC Davis, Department of Mathematics|||||Strohmer_T.
14172362|1|09/17/2014|Medmeme|Vania||Duxbury|Brain Function Research Group, School of Physiology, University of the Witwatersrand|||||Redman_Kirsten:Benjamin_Daniela:Kay_Patti:Suchard_Melinda:Scheuermaier_Karine
14169637|1|06/11/2015|Medmeme|S||Edwards-Bennett|21st Century Oncology|||United States||Ahamed_A:Fernandez_E:Fitch_D.
14177630|1|06/19/2015|Medmeme|E.- A.||Efstratiadou|Iatriki Askisi|Athens, GR||||Manthos_P.:Kentros_Z.
14173242|1|05/19/2014|Medmeme|Daniel||Eichberg|University of Maryland School of Medicine|||||Weis-Amon_Angelika
14169757|1|11/28/2014|Medmeme|Hala||El Asmy|INRS|||||
14169866|1|05/14/2014|Medmeme|Mohamad||Elbaz|Pathology- OSU|||||Nasser_Mohd W:Ravi_Janani:Wani_Nissar:Ahirwar_Dinesh:Zhao_Helong:Ganju_Ramesh K
14173129|1|09/09/2014|Medmeme|Dean||Elizabeth|Department of Physical Therapy, Faculty of Medicine, University of British Columbia|||Canada||
14165733|1|06/21/2015|Medmeme|MH||Emami|Poursina hakim research institution|Isfahan||Iran||Jamali_N
14173647|1|12/04/2014|Medmeme|B.B.||Endaya|School of Medical Science, Griffith Health Institute, Griffith University|Gold Coast, QLD, 4222||Australia||Lam_Y.P.:Neuzil_J.
14178115|1|06/19/2015|Medmeme|S.||Ergul|Ankara PM&R Training, Research Hospital|Ankara||Switzerland||Aras_M.:Unsal-Delialioglu_S.
14177785|1|06/19/2015|Medmeme|S.||Eroglu|Afyon Kocatepe University|Afyonkarahisar||Turkey||Erkol Inal_E.:Eroglu_M.:Oruc_S.:Ulaşlı_A.:Cevik_H.:Demirci_S.:Solak_O.:Dundar_U.:Toktas_H.:Yaman_M.
14173374|1|06/08/2015|Medmeme|Afenya||Evans|Elmhurst College|||||
14173935|1|04/20/2015|Medmeme|Ellen||Evans|Cardiff Metropolitan University|Cardiff||United Kingdom||Peters_Adrian:Dawson_Simon:Redmond_Elizabeth
14173734|1|12/04/2014|Medmeme|O||Evans|Heart Foundation Research Centre, Griffith Health Institute, Griffith University|QLD||Australia||Donner_DG:Beck_B:Vanderlelie_J:Du Toit_EF.
14172546|1|07/30/2015|Medmeme|P.||Ewald|Department of Biology, University of Louisville|||United States||
14174427|1|04/30/2015|Medmeme|Marco||Ezechieli||Hannover||||Foller_M.:Calliess_T.
14156173|1|05/09/2015|Medmeme|A.||Fabbri|Medicina per la Complessità Assistenziale IV, Azienda Ospedaliera-Universitaria Careggi|Firenze||||Grifoni_E.:Ciuti_G.:Sansone_T.:Crescioli_E.:Grazzini_M.:Marchiani_C.:Fedi_R.:Moggi Pignone_A.
14156175|1|05/09/2015|Medmeme|P.||Faggioli|UO Medicina Interna, Presidio Legnano, AO Ospedale Civile di Legnano|Legnano (MI)||Italy||Tamburello_A.:Sciascera_A.:Gilardi_A.G.:Rondena_M.:Giani_L.:Mazzone_A.
14170211|1|10/24/2013|Medmeme|Gennae||Falconer||||||Murray_Kyle:Haynes_Laura
14173735|1|12/04/2014|Medmeme|Sora||Fallaha|Cancer Research Center, Griffith Health Institue, School of Medical Science, Griffith University, Gold Coast Campus|Southport, QLD||Australia||Clarke_Daniel:McMillan_Nigel
14173314|1|05/09/2015|Medmeme|Rano||Faltas|Sidney Kimmel Medical College of Thomas Jefferson University Hospital|||||Huffnagle_Suzanne
14172492|1|02/19/2014|Medmeme|Ni||Fan|Laboratory of Mechanistic Glycobiology, Department of Chemistry|||||Talaga_Melanie L.:Brown_Robert K.:Fueri_Ashli L.:Bandyopadhyay_Purnima:Andre_Sbine:Kaltner_Herbert:Gabius_Hans-Joachim:Dam_Tarun K.
14173648|1|12/04/2014|Medmeme|S||Farr|Faculty of Health Science and Medicine, Bond University|Gold Coast QLD||||McDermott_C:Chess-William_R
14177918|1|06/19/2015|Medmeme|H.||Fernandes||Porto||||Romano_O.
14177802|1|06/19/2015|Medmeme|K.||Ferrat|CRSTDLA|Algiers||Switzerland||
14172417|1|06/05/2014|Medmeme|||Ffrench-Constant||||||
14156184|1|05/09/2015|Medmeme|M.||Fiorani|UOC Medicina Interna II, Ospedale Sandro Pertini|||Roma||Perretti_M.A.:Zaccaria_M.C.:Lepore_P.:Santoro_A.:Fiorani_A.:Marcoccia_A.:Zippi_M.:Terracina_D.
14156189|1|05/09/2015|Medmeme|S.||Fiorino|Unità Operativa di Medicina Interna, Ospedale di Budrio (BO)|||||Debiase_D.:Fornelli_A.:Bacchi-Reggiani_M.L.:Masetti_M.:Zanello_M.:Lombardi_R.:Mastrangelo_L.:Bondi_A.:Visani_M.:Cuppini_A.:Jovine_E.:Pession_A.
14172316|1|09/17/2014|Medmeme|Gregory||Firth|Department of Orthopaedics, School of Clinical Medicine, University of the Witwatersrand|||||Brien_Michael O:Ramguthy_Yammesh:Camacho_Monique:Groome_Michelle:Madhi_Shabir:Robertson_Anthony
14172587|1|07/30/2015|Medmeme|J.||Floris|Department of Economics, University of Zurich|||Switzerland||Staub_K.:Woitek_U.
14172683|1|07/16/2015|Medmeme|Joanna AM||Flynn|Medical Board of Australia|||||
14169986|1|04/04/2014|Medmeme|Kyle||Foerster||||||Cossey_Kimberly
14173737|1|12/04/2014|Medmeme|Oladayo S||Folasire|Faculty of Health Sciences& Medicine. Bond University|Gold Coast, Queensland||Australia||Chess- Williams_Russ:Sellers_Donna
14170466|1|03/04/2015|Medmeme|YW||Foong|Dermatology Service. KK Women's and Children's Hospital|||Singapore||Marie_KJ
14173406|1|06/08/2015|Medmeme|Urszula||Fory|Faculty of Mathematics, Informatics and Mechanics University of Warsaw|||||Bodnar_M.:Kogan_Y.
14169575|1|06/11/2015|Medmeme|W||Francis||||||
14178140|1|06/19/2015|Medmeme|G.||Francisco|University of Texas Health Science Center and TIRR Memorial Hermann|Houston||Switzerland||Bandari_D.:Manack Adams_A.:Dreyer_N.:Velentgas_P.:Esquenazi_A.
14169603|1|06/11/2015|Medmeme|R||Francois|Cave Hill Campus, University of the West Indies|Bridgetown||Barbados||Huggins_C:Siwaju_K:Grosvenor_EM:Rosin_RD
14172878|1|07/08/2015|Medmeme|S.||Freitas|Interdisciplinary Centre of Marine and Environmental Research (CIIMAR/CIMAR), University of Porto, Rua dos Bragas 289|4050-123 Porto||Portugal||Urbatzka_R.:Campos_A.:Osório_H.:Costa_M.:Barros_P.:Vasconcelos_V.:Martins_R.
14173407|1|06/08/2015|Medmeme|Avner||Friedman|Ohio State University|||||
14177585|1|06/19/2015|Medmeme|S.||Frioui|Medecine Sousse|Sousse||Switzerland||Abdelkefi_N.:Jemni_S.:Zaoui_A.:Bel Haj Youssef_I.:Moncer_R.:Ouanes_W.:Frigui_S.:Rejeb_N.:Khachnaoui_F.
14173408|1|06/08/2015|Medmeme|Krzysztof||Fujarewicz|Silesian University of Technology|||||
14174447|1|04/30/2015|Medmeme|Philipp||Funovics||Wien||||
14170278|1|03/25/2015|Medmeme|Eva||Gajdosova|Manchester Royal Eye Hospital, Manchester Academic Health Science Centre|Manchester||United Kingdom||Biswas_Susmito:Ashworth_Jane L:Lloyd_Christopher I
14156202|1|05/09/2015|Medmeme|S.||Galliazzo|Medicina Interna I, Ospedale Ca' Foncello, Dipartimento di Medicina, Università degli Studi di Padova|Treviso||||Pagliara_V.:Tonello_S.:Villalta_S.:Zilli_C.:Tartaglia_L.:Rattazzi_M.:Pauletto_P.
14156203|1|05/09/2015|Medmeme|S.||Galliazzo|Medicina Interna I, Ospedale Ca' Foncello, Dipartimento di Medicina, Università degli Studi di Padova|Treviso||||Scotton_P.G.:Carniato_A.:Facchini_C.:Macchini_L.:Tartaglia_L.:Rattazzi_M.:Pauletto_P.
14177911|1|06/19/2015|Medmeme|M.||Gamauf|LKNOE Mistelbach|Vienna||Switzerland||Wewalka_M.:Uher_E. M.
14178320|1|06/19/2015|Medmeme|O.||Ganenko|Federal Medical Investigation Almazov's Center|||||Demchenko_E.:Lelavina_T.:Kutuzova_A.
14172558|1|07/30/2015|Medmeme|J.||Garcia Gomez|University of Almeria|||Spain||Puche Gil_J.:Trescastro Lopez_E.
14156209|1|05/09/2015|Medmeme|E.||Garlatti Costa|Dipartimento Medicina Interna|||||Crovatto_M.:Gava_G.:Ghersetti_M.:Grazioli_S.:Casarin_P.
14156207|1|05/09/2015|Medmeme|E.||Garlatti Costa|"Dipartimento Medicina Interna, AO ""Santa Maria degli Angeli"""|Pordenone||Italy||Ghersetti_M.:Imbalzano_M.L.:Dal Mas_M.:Balbi_M.:Casarin_P.
14156208|1|05/09/2015|Medmeme|E.||Garlatti Costa|"Dipartimento Medicina Interna, AO ""Santa Maria degli Angeli"""|Pordenone||Italy||Millevoi_C.:Ghersetti_M.:Grazioli_S.:Boscato_N.:Casarin_P.
14177129|1|06/19/2015|Medmeme|H.||Gassner|Universitätsklinikum Erlangen|||||Schlachetzki_J.:Gossler_J.:Devan_S.:Pasluosta_C.:Steib_S.:Barth_J.:Pfeifer_K.:Winkler_J.:Eskofier_B.:Klucken_J.
14172916|1|07/05/2015|Medmeme|Shachar||Gat|Department of Chemical Engineering, Ben-Gurion University of the Negev|Beer-Sheva||Israel||Chintakunta_Ramesh:Jopp_Juergen:Goldbart_Riki:Traitel_Tamar:Kost_Joseph
14172253|1|09/17/2014|Medmeme|Maradona||Gatara|Department of Information Systems, School of Economic and Business Sciences (SEBS), University of the Witwatersrand|||||
14156212|1|05/09/2015|Medmeme|A.||Gatti|"Department of Metabolic Diseases, ""San Gennaro"" Hospital, ASL NA1 Centro"|Naples||||Carleo_D.
14173740|1|12/04/2014|Medmeme|R||George||||||Good_P:Afshariman_B:Movva_R:Haywood_A:Khan_S:Hardy_J
14173283|1|05/09/2015|Medmeme|Andrius||Giedraitis|Department of Anesthesiology, University of Pittsburgh Medical Center|Pittsburgh, PA||||Emerick_Trent:Nelson_David:Hudson_Mark
14178165|1|06/19/2015|Medmeme|Z. A.||Gill|CMH Hospital Malir Cantt|Karachi||||Ayaz_S. B.:Khan_A. A.
14177581|1|06/19/2015|Medmeme|M.||Giménez Alcántara|Hospital Universitario Virgen del Rocío|Sevilla||Spain||Alarcón Mora_L. E.:Fernandez Torrico_J. M.:Linares Gago_M.:Lopez Lozano_A. M.:Echevarría Ruiz de Vargas_C.
14177248|1|06/19/2015|Medmeme|F.||Gimigliano|Second University of Naples|Naples||Italy||de Sire_A.:Ariano_M. R.:Calafiore_D.:Russo_F.:Iolascon_G.
14156225|1|05/09/2015|Medmeme|R.||Giorgio|Azienda Ospedaliera S. Anna e S. Sebastiano|Caserta||Italy||Gargiulo_A.:Guida_I.:Nuzzo_M.G.
14169588|1|06/11/2015|Medmeme|A||Glasgow|Department of Surgery, Eric Williams Medical Sciences Complex, Mt. Hope, Champs Fleurs|Trinidad||||Ayoung-Chee_P
14177143|1|06/19/2015|Medmeme|I.||Głowacka|Ludwik Rydygier's Collegium Medicum, Nicolaus Copernicus University in Torun|Bydgoszcz||Switzerland||Nowacka_K.:Pietkun_K.:Hagner_W.:Zegarski_W.:Nowikiewicz_T.
14172296|1|09/17/2014|Medmeme|Bridgette||Goeieman|Right to Care, University of the Witwatersrand|||||Firnhaber_Cynthia:Michelow_Pam:Smith_Jennifer:Wilkins_Tim
14176999|1|06/19/2015|Medmeme|Z.||Gok Metin|Hacettepe University|Ankara||Switzerland||Ozdemir_L.
14173650|1|12/04/2014|Medmeme|JM.||Goldstein|Cardiology Department, Gold Coast University Hospital|Queensland||Australia||Jayasinghe_R.:Sabaratnam_M.
14172609|1|07/30/2015|Medmeme|F.||Gonzalez Candelas|Unidad Mixta Infección y Salud Pública FISABIO-Univ|Valencia||||
14173741|1|12/04/2014|Medmeme|V||Gopalan|Cancer Molecular Pathology, Griffith Health Institute, Griffith University|Gold Coast||||Lam_AK
14173742|1|12/04/2014|Medmeme|Louisa G||Gordon|Prostate Cancer Foundation of Australia|Sydney||||Mervin_Merehau C:Lowe_Anthony
14177136|1|06/19/2015|Medmeme|M.||Goruleva|Federal Medical Investigation Almazov's Center|||||Kutuzova_A.:Kovaltcova_R.:Ganenko_O.:Katunina_A.:Kolesnikova_I.
14173920|1|04/20/2015|Medmeme|Hazel||Gowland|Allergy Action|St Albans||United Kingdom||
14170256|1|03/25/2015|Medmeme|Sara F||Grace|Bascom Palmer Eye Institute|Miami, Florida||||Cavuoto_Kara M:Capo_Hilda
14173652|1|12/04/2014|Medmeme|H.||Green|Griffith Health Institute, Griffith University|Gold Coast||Australia||King_S.
14173280|1|05/09/2015|Medmeme|Michael||Green|Drexel University College of Medicine- Department of Anesthesiology|||||Aman_Mansoor M.:Woodland_Mark
14173254|1|05/19/2014|Medmeme|Benjamin A.||Greenberger|Massachusetts Institute of Technology|||||Yaffe_Michael
14169626|1|06/11/2015|Medmeme|C.||Greenidge||St. Lucia||||
14173215|1|05/19/2014|Medmeme|Andrew M.||Gregg|The Rockefeller University|||||Tessier-Lavigne_Marc
14172653|1|07/17/2015|Medmeme|Victor||Greiff|ETH Zürich, Department of Biosystems Science and Engineering|Basel||Switzerland||Bhat_Pooja:Cook_Skylar C.:Menzel_Ulrike:Kang_Wenjing:Reddy_Sai T.
14173409|1|06/08/2015|Medmeme|Fabio||Grizzi|Humanitas Clinical and Research Hospital|||||
14173201|1|05/19/2014|Medmeme|Nan||Guo|Stanford University School of Medicine|||||Weissman_Irving
14173145|1|09/09/2014|Medmeme|Annelie||Gusdal|Malardalen University|||||Josefsson_Karin:Thors Adolfsson_Eva:Martin_Lene
14173184|1|09/09/2014|Medmeme|Lena-Karin||Gustafsson|Malardalen University|||||Mattsson_Karin:Snoljung_Asa
14173889|1|04/20/2015|Medmeme|Edward||Guy|Public Health Wales|Swansea, Wales||||
14172792|1|07/10/2015|Medmeme|Aram||Gyulkhandanyan|Department of Pathological Biochemistry of the Institute of Biochemistry of the National Academy of Sciences of Armenia|||||Gyulkhandanyan_Grigor
14173345|1|05/09/2015|Medmeme|Rachel||Hadler|Hospital of the University of Pennsylvania|||||Gutsche_JT:Vernick_WJ:Laudanski_Krzysztof
14177408|1|06/19/2015|Medmeme|N.||Haga|The University of Tokyo Hospital|Tokyo||Switzerland||
14177446|1|06/19/2015|Medmeme|S.||Hajialiasgar||Tehran||||Vahedian_V.:Hashemi_Z.
14173745|1|12/04/2014|Medmeme|Susan||Hall|School of Pharmacy, Griffith University|Queensland||Australia||Anoopkumar-Dukie_Shailendra:McDermott_Catherine:Grant_Gary D
14174061|1|04/20/2015|Medmeme|William||Hallman|Rutgers University|New Brunswick, NJ||||Godwin_Sandria:Senger-Mersich_Angela:Stone_Richard:Schaffner_Donald W:Chen_Fur-Chi
14173342|1|05/09/2015|Medmeme|BM||Hammond|Temple University School of Medicine|Philadelphia PA||||Erkmen_CP:Schartel_SA:Keresztury_M:Salamanca_YY
14170523|1|03/04/2015|Medmeme|DA||Handamari|Department of Dermatology and Venereology, Faculty of Medicine, Airlangga University, Dr. Soetomo General Hospital|Surabaya||Indonesia||Indramaya_DM
